### Metadata ###
competition_sd = 0.1
carrying_cap_sd = 1
carrying_cap_opt = 1000
trait_opt = 0
growth_rate = 1
prob_mutation = 1
mutation_sd = 0.001
trait_dist_sp = 0.1

seed = 15614
HPC job ID = local
simulated under comrad 1.11.0
R version 4.0.2 (2020-06-22)

Starting community from: NA
Running for 10000 generations
 
### Simulation output ### 
 
t,z,species,ancestral_species
3600,0.2966639288646449,#2E73D5,#89ae8a
3600,-0.04274476360526647,#F252A8,#2D5F94
3600,-0.6218352715367343,#2092F8,#2D5F94
3600,0.9168712043066827,#89ae8a,NA
3600,-0.5872634567360552,#2092F8,#2D5F94
3600,0.7282716776158161,#8A77D4,#89ae8a
3600,-0.8691196269810424,#2D5F94,#89ae8a
3600,-0.5691768899859303,#2092F8,#2D5F94
3600,0.49747221413096193,#487380,#89ae8a
3600,0.9236588153404295,#89ae8a,NA
3600,0.6618324474469673,#8A77D4,#89ae8a
3600,-0.6360557416081958,#2092F8,#2D5F94
3600,0.5069002968019216,#487380,#89ae8a
3600,-0.3967259198878404,#4C4570,#2D5F94
3600,-0.5508798581128661,#2092F8,#2D5F94
3600,0.6760410822313041,#8A77D4,#89ae8a
3600,-0.7069062233866235,#57109E,#2D5F94
3600,-0.23369738691013436,#94F352,#2D5F94
3600,0.9179075129269318,#89ae8a,NA
3600,-0.6094550070084487,#2092F8,#2D5F94
3600,-0.09413070799300294,#F252A8,#2D5F94
3600,0.5140524749679241,#487380,#89ae8a
3600,0.016437949998148776,#F252A8,#2D5F94
3600,0.15223424574876518,#6C1EF7,#89ae8a
3600,0.1063825432683503,#6C1EF7,#89ae8a
3600,-0.27179669812124296,#94F352,#2D5F94
3600,-0.17754335040741287,#94F352,#2D5F94
3600,0.7391829669405513,#8A77D4,#89ae8a
3600,-0.5709105854236167,#2092F8,#2D5F94
3600,0.6629185995289265,#8A77D4,#89ae8a
3600,-0.5761288209171703,#2092F8,#2D5F94
3600,-0.38346881133015903,#4C4570,#2D5F94
3600,-0.875634379920525,#2D5F94,#89ae8a
3600,0.30442018422773687,#2E73D5,#89ae8a
3600,-0.1798685427014809,#94F352,#2D5F94
3600,-0.568001467142932,#2092F8,#2D5F94
3600,-0.03552776792979646,#F252A8,#2D5F94
3600,-0.5858496471991718,#2092F8,#2D5F94
3600,-0.5401571809610622,#2092F8,#2D5F94
3600,0.7327568684785583,#8A77D4,#89ae8a
3600,0.9182754965247263,#89ae8a,NA
3600,-0.5934811215703544,#2092F8,#2D5F94
3600,-0.6027915001871906,#2092F8,#2D5F94
3600,0.007166421495465711,#F252A8,#2D5F94
3600,-0.5536084616938752,#2092F8,#2D5F94
3600,-0.18481150299708532,#94F352,#2D5F94
3600,-0.1726701691328635,#94F352,#2D5F94
3600,0.13075539501736616,#6C1EF7,#89ae8a
3600,-0.6028883621353215,#2092F8,#2D5F94
3600,-0.027815497933075937,#F252A8,#2D5F94
3600,0.13319095265316883,#6C1EF7,#89ae8a
3600,0.13597173322954786,#6C1EF7,#89ae8a
3600,0.48731174847329917,#487380,#89ae8a
3600,-0.6982758159202826,#57109E,#2D5F94
3600,-0.1745899688772635,#94F352,#2D5F94
3600,-0.7116166964318931,#57109E,#2D5F94
3600,0.2852636933032058,#2E73D5,#89ae8a
3600,-0.18111329628043696,#94F352,#2D5F94
3600,-0.7267690412642873,#57109E,#2D5F94
3600,0.7385318579750556,#8A77D4,#89ae8a
3600,-0.8721888616657093,#2D5F94,#89ae8a
3600,-0.5411113335637944,#2092F8,#2D5F94
3600,-0.036112051348096676,#F252A8,#2D5F94
3600,-0.8492671489403008,#2D5F94,#89ae8a
3600,0.5131059418862645,#487380,#89ae8a
3600,0.7306428917626003,#8A77D4,#89ae8a
3600,0.9217232723957102,#89ae8a,NA
3600,0.7278009526701922,#8A77D4,#89ae8a
3600,0.9238581932008545,#89ae8a,NA
3600,-0.7287674995968101,#57109E,#2D5F94
3600,0.6644889828952141,#8A77D4,#89ae8a
3600,-0.2552506418212004,#94F352,#2D5F94
3600,-0.6122225533989977,#2092F8,#2D5F94
3600,0.1397526478332396,#6C1EF7,#89ae8a
3600,-0.4043844940805814,#4C4570,#2D5F94
3600,0.35531713448529173,#2E73D5,#89ae8a
3600,-0.17178341190764476,#94F352,#2D5F94
3600,0.35247021980127197,#2E73D5,#89ae8a
3600,-0.8685053570826695,#2D5F94,#89ae8a
3600,-0.24868594297589242,#94F352,#2D5F94
3600,-0.04020620401426614,#F252A8,#2D5F94
3600,0.9161962812695834,#89ae8a,NA
3600,0.37047243569080873,#2E73D5,#89ae8a
3600,-0.05371641252476657,#F252A8,#2D5F94
3600,-0.8695829720297843,#2D5F94,#89ae8a
3600,0.8862645645754201,#89ae8a,NA
3600,0.014530624853174107,#F252A8,#2D5F94
3600,0.8716023478027912,#89ae8a,NA
3600,0.29112746069444445,#2E73D5,#89ae8a
3600,0.2831453528098821,#2E73D5,#89ae8a
3600,-0.6198318890251802,#2092F8,#2D5F94
3600,0.2778965479287174,#2E73D5,#89ae8a
3600,0.5117141718891175,#487380,#89ae8a
3600,0.11786909746232951,#6C1EF7,#89ae8a
3600,-0.3960376963238202,#4C4570,#2D5F94
3600,-0.6286744260368582,#2092F8,#2D5F94
3600,-0.6387569229602431,#2092F8,#2D5F94
3600,0.12916618590624404,#6C1EF7,#89ae8a
3600,-0.7013765215219542,#57109E,#2D5F94
3600,-0.8471040220323488,#2D5F94,#89ae8a
3600,0.9194084177429036,#89ae8a,NA
3600,0.2709709218040186,#2E73D5,#89ae8a
3600,-0.7326135148559793,#57109E,#2D5F94
3600,-0.398581061953295,#4C4570,#2D5F94
3600,-0.8615118733139049,#2D5F94,#89ae8a
3600,-0.2542865173142726,#94F352,#2D5F94
3600,0.6617397243301275,#8A77D4,#89ae8a
3600,-0.046038791909525645,#F252A8,#2D5F94
3600,-0.38422165742468517,#4C4570,#2D5F94
3600,-0.8691128552530984,#2D5F94,#89ae8a
3600,0.5004943604120444,#487380,#89ae8a
3600,0.5055083746837752,#487380,#89ae8a
3600,-0.6312671837490392,#2092F8,#2D5F94
3600,-0.18296002487511473,#94F352,#2D5F94
3600,0.6419719897233679,#8A77D4,#89ae8a
3600,-0.4142657418807289,#4C4570,#2D5F94
3600,-0.2513546591749167,#94F352,#2D5F94
3600,-0.022873780036053937,#F252A8,#2D5F94
3600,0.4951778074493346,#487380,#89ae8a
3600,0.36942297328831974,#2E73D5,#89ae8a
3600,0.015370325943464564,#F252A8,#2D5F94
3600,0.6850527854313873,#8A77D4,#89ae8a
3600,0.9344523378064099,#89ae8a,NA
3600,-0.033544919936141206,#F252A8,#2D5F94
3600,0.6384657546711747,#8A77D4,#89ae8a
3600,-0.1771475597577215,#94F352,#2D5F94
3600,-0.05098903372531186,#F252A8,#2D5F94
3600,0.37367294403763185,#2E73D5,#89ae8a
3600,-0.39865976751705196,#4C4570,#2D5F94
3600,0.15468991859268943,#6C1EF7,#89ae8a
3800,0.7048518166929625,#8A77D4,#89ae8a
3800,-0.0449748373174613,#F252A8,#2D5F94
3800,-0.7016663547859395,#57109E,#2D5F94
3800,-0.19916329890649961,#94F352,#2D5F94
3800,-0.3685384310212381,#4C4570,#2D5F94
3800,-0.37286138987494877,#4C4570,#2D5F94
3800,0.48985626215459166,#487380,#89ae8a
3800,0.009477961614783066,#F252A8,#2D5F94
3800,-0.5773474606796938,#2092F8,#2D5F94
3800,-0.8799734129758563,#2D5F94,#89ae8a
3800,0.501745101484518,#487380,#89ae8a
3800,0.4999533206154951,#487380,#89ae8a
3800,0.145000762413214,#6C1EF7,#89ae8a
3800,-0.7302270071736431,#57109E,#2D5F94
3800,-0.5470009198134256,#2092F8,#2D5F94
3800,-0.2750608053242567,#94F352,#2D5F94
3800,-0.2517899214827847,#94F352,#2D5F94
3800,-0.054015297852114674,#F252A8,#2D5F94
3800,-0.3956533643053925,#4C4570,#2D5F94
3800,-0.3810020316156421,#4C4570,#2D5F94
3800,0.3458308306662251,#2E73D5,#89ae8a
3800,-0.21039099186043758,#94F352,#2D5F94
3800,-0.5797465181485117,#2092F8,#2D5F94
3800,-0.4063650133320915,#4C4570,#2D5F94
3800,-0.41084976406278834,#4C4570,#2D5F94
3800,0.935961432543098,#89ae8a,NA
3800,-0.9336837314609959,#2D5F94,#89ae8a
3800,-0.0010184080783594675,#F252A8,#2D5F94
3800,-0.3894393214647824,#4C4570,#2D5F94
3800,0.0816766106390353,#6C1EF7,#89ae8a
3800,0.49703753655836597,#487380,#89ae8a
3800,-0.9292779513183674,#2D5F94,#89ae8a
3800,0.9541327345067221,#89ae8a,NA
3800,-0.924198369583056,#2D5F94,#89ae8a
3800,0.49988537186557264,#487380,#89ae8a
3800,0.6553627993061361,#8A77D4,#89ae8a
3800,-0.26786557199982186,#94F352,#2D5F94
3800,-0.7061169254687238,#57109E,#2D5F94
3800,0.5005536715940276,#487380,#89ae8a
3800,-0.40623542493900905,#4C4570,#2D5F94
3800,0.16561438420272437,#6C1EF7,#89ae8a
3800,-0.24441010191504997,#94F352,#2D5F94
3800,0.08646324675928836,#6C1EF7,#89ae8a
3800,-0.2234753209028114,#94F352,#2D5F94
3800,-0.7375560990826687,#57109E,#2D5F94
3800,0.506186607749707,#487380,#89ae8a
3800,0.49173666656342435,#487380,#89ae8a
3800,0.5273709291108052,#487380,#89ae8a
3800,0.3337813925702246,#2E73D5,#89ae8a
3800,-0.4332717569466478,#4C4570,#2D5F94
3800,0.08648279912678135,#6C1EF7,#89ae8a
3800,0.3286313271089028,#2E73D5,#89ae8a
3800,0.5070661719155153,#487380,#89ae8a
3800,0.943451326229466,#89ae8a,NA
3800,0.6582048072607967,#8A77D4,#89ae8a
3800,0.11211572053709953,#6C1EF7,#89ae8a
3800,-0.27741883800395045,#94F352,#2D5F94
3800,-0.5424519595663102,#2092F8,#2D5F94
3800,-0.9329980754494449,#2D5F94,#89ae8a
3800,-0.7028428284288436,#57109E,#2D5F94
3800,-0.3839250361918509,#4C4570,#2D5F94
3800,-0.9254036548769884,#2D5F94,#89ae8a
3800,-0.5699037365359801,#2092F8,#2D5F94
3800,-0.21298180406270675,#94F352,#2D5F94
3800,0.9522304558775891,#89ae8a,NA
3800,0.7542393867452256,#8A77D4,#89ae8a
3800,-0.2156697620592548,#94F352,#2D5F94
3800,-0.26662768246687885,#94F352,#2D5F94
3800,0.957544281025858,#89ae8a,NA
3800,-0.17012417671657779,#94F352,#2D5F94
3800,-0.9352608707799123,#2D5F94,#89ae8a
3800,-0.5492700896804588,#2092F8,#2D5F94
3800,-0.054859948449356995,#F252A8,#2D5F94
3800,0.005886583795157658,#F252A8,#2D5F94
3800,0.0031190156752680326,#F252A8,#2D5F94
3800,0.34494777139511335,#2E73D5,#89ae8a
3800,0.6772727034013802,#8A77D4,#89ae8a
3800,-0.4014065287441254,#4C4570,#2D5F94
3800,0.12100103779901437,#6C1EF7,#89ae8a
3800,-0.04244168662786109,#F252A8,#2D5F94
3800,-0.23371768562706524,#94F352,#2D5F94
3800,-0.0661441476864324,#F252A8,#2D5F94
3800,-0.046342120570283384,#F252A8,#2D5F94
3800,-0.3994824749468183,#4C4570,#2D5F94
3800,-0.009422231408270943,#F252A8,#2D5F94
3800,0.935522551909684,#89ae8a,NA
3800,-0.9231489267834042,#2D5F94,#89ae8a
3800,0.9324331014252492,#89ae8a,NA
3800,0.2920331411678749,#2E73D5,#89ae8a
3800,0.007449234080128833,#F252A8,#2D5F94
3800,-0.39672901454809484,#4C4570,#2D5F94
3800,-0.003746325210562305,#F252A8,#2D5F94
3800,-0.7217003428441433,#57109E,#2D5F94
3800,0.3050728569039261,#2E73D5,#89ae8a
3800,0.4989096550561156,#487380,#89ae8a
3800,0.734352657117912,#8A77D4,#89ae8a
3800,-0.5510268888863454,#2092F8,#2D5F94
3800,-0.5619890415663017,#2092F8,#2D5F94
3800,-0.937108976258358,#2D5F94,#89ae8a
3800,0.0941197016522414,#6C1EF7,#89ae8a
3800,-0.23910967093172059,#94F352,#2D5F94
3800,-0.2672197540254306,#94F352,#2D5F94
3800,-0.43998043812387067,#4C4570,#2D5F94
3800,0.7304683092606364,#8A77D4,#89ae8a
3800,-0.37927163905358974,#4C4570,#2D5F94
3800,0.6587998225578753,#8A77D4,#89ae8a
3800,-0.7325690597014751,#57109E,#2D5F94
3800,-0.18008150682666257,#94F352,#2D5F94
3800,-0.20535626387544634,#94F352,#2D5F94
3800,0.9433396178566709,#89ae8a,NA
3800,-0.5396837396424231,#2092F8,#2D5F94
3800,0.29856682417450664,#2E73D5,#89ae8a
3800,0.3811405672963913,#2E73D5,#89ae8a
3800,-0.24417250384557937,#94F352,#2D5F94
3800,-0.5760376460059826,#2092F8,#2D5F94
3800,-0.3914254241678262,#4C4570,#2D5F94
3800,-0.5563525433717509,#2092F8,#2D5F94
3800,-0.17572164823074732,#94F352,#2D5F94
3800,0.3072647048614068,#2E73D5,#89ae8a
3800,-0.7254086050782573,#57109E,#2D5F94
3800,0.9283581402075879,#89ae8a,NA
3800,0.11452274087286318,#6C1EF7,#89ae8a
3800,-0.7025758636349008,#57109E,#2D5F94
3800,0.34823317030413453,#2E73D5,#89ae8a
3800,0.932936001586508,#89ae8a,NA
3800,0.9576997997724209,#89ae8a,NA
3800,-0.5749364374654098,#2092F8,#2D5F94
3800,-0.9234759228551177,#2D5F94,#89ae8a
3800,0.9571695047001898,#89ae8a,NA
3800,0.9577149903581581,#89ae8a,NA
3800,-0.5310201992946021,#2092F8,#2D5F94
3800,0.6441859157091137,#8A77D4,#89ae8a
3800,0.4843035760080171,#487380,#89ae8a
3800,-0.7242000251421471,#57109E,#2D5F94
3800,-0.5833711026584786,#2092F8,#2D5F94
3800,-0.39789231833907324,#4C4570,#2D5F94
3800,0.10497021719392377,#6C1EF7,#89ae8a
3800,0.1565738358166342,#6C1EF7,#89ae8a
3800,-0.5729487626570465,#2092F8,#2D5F94
3800,0.9495383274177843,#89ae8a,NA
3800,0.363394398368981,#2E73D5,#89ae8a
3800,-0.9204867673452811,#2D5F94,#89ae8a
3800,0.5173305487397143,#487380,#89ae8a
3800,-0.4122277277743607,#4C4570,#2D5F94
3800,-0.5298072754514751,#2092F8,#2D5F94
3800,0.17393910143985686,#6C1EF7,#89ae8a
3800,-0.6997806612611424,#57109E,#2D5F94
3800,-0.18980366406248259,#94F352,#2D5F94
3800,0.1989445497065943,#6C1EF7,#89ae8a
3800,-0.5558363525351574,#2092F8,#2D5F94
3800,0.11999685761239967,#6C1EF7,#89ae8a
3800,0.5011803958966132,#487380,#89ae8a
3800,0.9464101148117123,#89ae8a,NA
3800,0.11557327933673044,#6C1EF7,#89ae8a
3800,-0.5737074500088636,#2092F8,#2D5F94
3800,-0.16064947161924437,#94F352,#2D5F94
3800,0.7445219006704392,#8A77D4,#89ae8a
3800,-0.9383537535719814,#2D5F94,#89ae8a
3800,-0.3638973333718442,#4C4570,#2D5F94
3800,-0.567542724648997,#2092F8,#2D5F94
3800,-0.9217539336456723,#2D5F94,#89ae8a
3800,-0.0016336407600094573,#F252A8,#2D5F94
3800,-0.7181811197417639,#57109E,#2D5F94
3800,0.5077243103662237,#487380,#89ae8a
3800,0.5022453304677269,#487380,#89ae8a
3800,-0.3696112927447935,#4C4570,#2D5F94
3800,0.3502476681489295,#2E73D5,#89ae8a
3800,-0.4018132878622861,#4C4570,#2D5F94
3800,-0.5642278131076274,#2092F8,#2D5F94
3800,0.32158792512802864,#2E73D5,#89ae8a
3800,-0.5743235579787092,#2092F8,#2D5F94
3800,-0.3752634365644454,#4C4570,#2D5F94
3800,-0.37466106208188993,#4C4570,#2D5F94
3800,-0.9102986805481466,#2D5F94,#89ae8a
3800,-0.5581591090549327,#2092F8,#2D5F94
3800,-0.05137930158369787,#F252A8,#2D5F94
3800,0.2765846304841036,#2E73D5,#89ae8a
3800,0.7067873699533627,#8A77D4,#89ae8a
3800,-0.24371986028188972,#94F352,#2D5F94
3800,0.3137438738069196,#2E73D5,#89ae8a
3800,-0.4324415783684329,#4C4570,#2D5F94
3800,0.9601716993455133,#89ae8a,NA
3800,0.49431590185280533,#487380,#89ae8a
3800,-0.7347777871361056,#57109E,#2D5F94
3800,0.08802824056786475,#6C1EF7,#89ae8a
3800,-0.3841129423760989,#4C4570,#2D5F94
3800,0.3258229466808158,#2E73D5,#89ae8a
3800,0.35234683387349824,#2E73D5,#89ae8a
3800,0.3559134793729783,#2E73D5,#89ae8a
3800,0.92284411899974494,#89ae8a,NA
3800,0.9580434033902623,#89ae8a,NA
3800,-0.9455513351052139,#2D5F94,#89ae8a
3800,-0.26552034447148204,#94F352,#2D5F94
3800,-4.070986102554881e-4,#F252A8,#2D5F94
3800,0.2893966378638563,#2E73D5,#89ae8a
3800,-0.18858123988375158,#94F352,#2D5F94
3800,-0.04647264507803099,#F252A8,#2D5F94
3800,-0.20996597008646728,#94F352,#2D5F94
3800,0.5082408849699163,#487380,#89ae8a
3800,0.17282279662028766,#6C1EF7,#89ae8a
3800,0.006711590174266682,#F252A8,#2D5F94
3800,-0.18239690321583535,#94F352,#2D5F94
3800,0.7398621648577443,#8A77D4,#89ae8a
3800,-0.39797009262947225,#4C4570,#2D5F94
3800,-0.40430588356095354,#4C4570,#2D5F94
3800,0.16674522929931473,#6C1EF7,#89ae8a
3800,-0.05835938563431393,#F252A8,#2D5F94
3800,-0.243851900048765,#94F352,#2D5F94
3800,-0.7117495531933818,#57109E,#2D5F94
3800,0.11871516949962489,#6C1EF7,#89ae8a
3800,0.9351664579489696,#89ae8a,NA
3800,0.3297906740740994,#2E73D5,#89ae8a
3800,0.7514969892601467,#8A77D4,#89ae8a
3800,0.2940324852391716,#2E73D5,#89ae8a
3800,-0.5798382186642713,#2092F8,#2D5F94
3800,-0.7206674908349247,#57109E,#2D5F94
3800,-0.2107723239382467,#94F352,#2D5F94
3800,-0.2754071134019649,#94F352,#2D5F94
3800,-0.19236354054721452,#94F352,#2D5F94
3800,-0.19405264255072188,#94F352,#2D5F94
3800,0.1807736399408384,#6C1EF7,#89ae8a
3800,0.17838020671353297,#6C1EF7,#89ae8a
3800,-0.0480846060272471,#F252A8,#2D5F94
3800,-0.9145819876040355,#2D5F94,#89ae8a
3800,0.9349120593307464,#89ae8a,NA
3800,-0.9127306682017364,#2D5F94,#89ae8a
3800,-0.4203890587204731,#4C4570,#2D5F94
3800,-0.007051297008049645,#F252A8,#2D5F94
3800,0.17626285436242983,#6C1EF7,#89ae8a
3800,-0.5819183711766867,#2092F8,#2D5F94
3800,-0.24925252298570263,#94F352,#2D5F94
3800,0.6428352885950623,#8A77D4,#89ae8a
3800,-0.16345631658065993,#94F352,#2D5F94
3800,-0.5661990949035213,#2092F8,#2D5F94
3800,0.1078353904557988,#6C1EF7,#89ae8a
3800,0.1993968691257637,#6C1EF7,#89ae8a
3800,-0.45086467972678235,#4C4570,#2D5F94
3800,-0.5520443461833842,#2092F8,#2D5F94
3800,-0.09159712989819978,#F252A8,#2D5F94
3800,-0.05377271753888828,#F252A8,#2D5F94
3800,0.3443320716051899,#2E73D5,#89ae8a
3800,-0.5620009824128777,#2092F8,#2D5F94
3800,0.7476309914128114,#8A77D4,#89ae8a
3800,-0.9441845425959512,#2D5F94,#89ae8a
3800,0.5095503544688915,#487380,#89ae8a
3800,0.647803704532405,#8A77D4,#89ae8a
3800,0.09169042866038561,#6C1EF7,#89ae8a
3800,0.738716459319838,#8A77D4,#89ae8a
3800,-0.37969039249052977,#4C4570,#2D5F94
3800,0.3085019613045882,#2E73D5,#89ae8a
3800,-0.7184013746401345,#57109E,#2D5F94
3800,-0.21465511130107862,#94F352,#2D5F94
3800,0.508693440022207,#487380,#89ae8a
3800,0.9574914021856139,#89ae8a,NA
3800,-0.014811285428117221,#F252A8,#2D5F94
3800,0.08533116257276896,#6C1EF7,#89ae8a
3800,0.3562668052221245,#2E73D5,#89ae8a
3800,-0.008510940261698048,#F252A8,#2D5F94
3800,0.9326477604753393,#89ae8a,NA
3800,-0.5721277471812598,#2092F8,#2D5F94
3800,-0.932038237257428,#2D5F94,#89ae8a
3800,0.7268394964942967,#8A77D4,#89ae8a
3800,0.7293432205771717,#8A77D4,#89ae8a
3800,-0.7265567621291237,#57109E,#2D5F94
3800,-0.10880144426288475,#F252A8,#2D5F94
3800,0.9585132058423763,#89ae8a,NA
3800,0.6502613627448105,#8A77D4,#89ae8a
3800,-0.5769667225318351,#2092F8,#2D5F94
3800,0.7397297566105872,#8A77D4,#89ae8a
3800,0.49487151466964213,#487380,#89ae8a
3800,0.163302070665507,#6C1EF7,#89ae8a
3800,0.5208594562053281,#487380,#89ae8a
3800,0.9416556362142245,#89ae8a,NA
3800,0.17318023546334976,#6C1EF7,#89ae8a
3800,0.004089129487285639,#F252A8,#2D5F94
3800,-0.21052263053717954,#94F352,#2D5F94
3800,-0.5427444172849285,#2092F8,#2D5F94
3800,0.6491074350011635,#8A77D4,#89ae8a
3800,-0.17550844657288822,#94F352,#2D5F94
3800,-0.0065056235944632845,#F252A8,#2D5F94
3800,-0.3974638535418742,#4C4570,#2D5F94
3800,0.2849394471963231,#2E73D5,#89ae8a
3800,0.08753958900465642,#6C1EF7,#89ae8a
3800,0.9186191012121484,#89ae8a,NA
3800,-0.37490912069059407,#4C4570,#2D5F94
3800,-0.04615733560633159,#F252A8,#2D5F94
3800,-0.2721672846646142,#94F352,#2D5F94
3800,-0.7343285627198936,#57109E,#2D5F94
3800,-0.2605948920071211,#94F352,#2D5F94
3800,0.49123058765189503,#487380,#89ae8a
3800,-0.04644402191715219,#F252A8,#2D5F94
3800,-0.5741871611219357,#2092F8,#2D5F94
3800,0.3276061932898168,#2E73D5,#89ae8a
3800,-0.7362532583862486,#57109E,#2D5F94
3800,-0.541003834257154,#2092F8,#2D5F94
3800,-0.5397545405609133,#2092F8,#2D5F94
3800,-0.43064238909740965,#4C4570,#2D5F94
3800,-0.20773458208351803,#94F352,#2D5F94
3800,0.9431534818647198,#89ae8a,NA
3800,0.10618507680130036,#6C1EF7,#89ae8a
3800,0.5018509848742434,#487380,#89ae8a
3800,0.95342936731835,#89ae8a,NA
3800,0.5037622020180125,#487380,#89ae8a
3800,-0.7167142952025979,#57109E,#2D5F94
3800,-0.4227242203431267,#4C4570,#2D5F94
3800,-0.735690092974381,#57109E,#2D5F94
3800,0.3415947680230436,#2E73D5,#89ae8a
3800,0.9530450653759108,#89ae8a,NA
3800,0.7258159158516604,#8A77D4,#89ae8a
3800,0.3466377849912266,#2E73D5,#89ae8a
3800,-0.9374615309602895,#2D5F94,#89ae8a
3800,-0.5311259963937446,#2092F8,#2D5F94
3800,0.002541721110551444,#F252A8,#2D5F94
3800,-0.7358210760158851,#57109E,#2D5F94
3800,-0.3815926350374881,#4C4570,#2D5F94
3800,0.16715374299547003,#6C1EF7,#89ae8a
3800,-0.3790882124232768,#4C4570,#2D5F94
3800,-0.9470858709270884,#2D5F94,#89ae8a
3800,0.9570147253573233,#89ae8a,NA
3800,-0.445281875526199,#4C4570,#2D5F94
3800,0.3210171854997715,#2E73D5,#89ae8a
3800,-0.37693514279272533,#4C4570,#2D5F94
3800,-0.5408395016659433,#2092F8,#2D5F94
3800,-0.21586252184207602,#94F352,#2D5F94
3800,-0.5720628877450619,#2092F8,#2D5F94
3800,0.28561133960891105,#2E73D5,#89ae8a
3800,0.34646306456974135,#2E73D5,#89ae8a
3800,-0.20080487967081115,#94F352,#2D5F94
3800,0.9410740558056796,#89ae8a,NA
3800,0.4918417185925335,#487380,#89ae8a
3800,0.7526066339762153,#8A77D4,#89ae8a
3800,0.9444985579740433,#89ae8a,NA
3800,-0.7407843165866788,#57109E,#2D5F94
3800,-0.9339284531865869,#2D5F94,#89ae8a
3800,0.08387679697855488,#6C1EF7,#89ae8a
3800,-0.39446122435819125,#4C4570,#2D5F94
3800,0.4978387017532046,#487380,#89ae8a
3800,0.2975472775909565,#2E73D5,#89ae8a
3800,0.7359989652763755,#8A77D4,#89ae8a
3800,-0.722438140026728,#57109E,#2D5F94
3800,-0.2618610539207332,#94F352,#2D5F94
3800,-0.3979601987471146,#4C4570,#2D5F94
3800,-0.9325621665805542,#2D5F94,#89ae8a
3800,-0.211795776423844,#94F352,#2D5F94
3800,-0.17568470460787308,#94F352,#2D5F94
3800,-0.05104597868248676,#F252A8,#2D5F94
3800,-0.010432217924994441,#F252A8,#2D5F94
3800,0.5031492677945812,#487380,#89ae8a
3800,0.9568028803275286,#89ae8a,NA
3800,-0.7465261428015295,#57109E,#2D5F94
3800,-0.2733088314592127,#94F352,#2D5F94
3800,0.9364411165697711,#89ae8a,NA
3800,0.9600585036816145,#89ae8a,NA
3800,-0.4231753095267363,#4C4570,#2D5F94
4000,-0.8822284466006453,#2D5F94,#89ae8a
4000,-0.7350954081594192,#57109E,#2D5F94
4000,-0.5761181031510574,#2092F8,#2D5F94
4000,0.2807000320006043,#2E73D5,#89ae8a
4000,0.17194730012909076,#6C1EF7,#89ae8a
4000,0.9625034317819353,#89ae8a,NA
4000,0.5535986460414208,#487380,#89ae8a
4000,-0.5225358416694287,#2092F8,#2D5F94
4000,0.9817629548554533,#89ae8a,NA
4000,0.5536044011046117,#487380,#89ae8a
4000,-0.7533578616549009,#57109E,#2D5F94
4000,-0.5421077940891306,#2092F8,#2D5F94
4000,-0.9011855777730144,#2D5F94,#89ae8a
4000,-0.1581947611769553,#94F352,#2D5F94
4000,0.1112923743713142,#6C1EF7,#89ae8a
4000,-0.7472182366641023,#57109E,#2D5F94
4000,0.009837163525547624,#F252A8,#2D5F94
4000,0.9927568266867958,#89ae8a,NA
4000,-0.608467776110451,#2092F8,#2D5F94
4000,0.748688480433596,#8A77D4,#89ae8a
4000,0.32985786373466314,#2E73D5,#89ae8a
4000,0.3466727053203542,#2E73D5,#89ae8a
4000,-0.38590310096640457,#4C4570,#2D5F94
4000,0.32509958113766024,#2E73D5,#89ae8a
4000,0.00607380209544233,#F252A8,#2D5F94
4000,-0.21671479425388268,#94F352,#2D5F94
4000,-0.5443254973532565,#2092F8,#2D5F94
4000,0.15031771259204257,#6C1EF7,#89ae8a
4000,-0.5954622083666888,#2092F8,#2D5F94
4000,0.9754557091038992,#89ae8a,NA
4000,0.5043919646160498,#487380,#89ae8a
4000,-0.3961251310676442,#4C4570,#2D5F94
4000,-0.5407538505534735,#2092F8,#2D5F94
4000,0.9803665497586422,#89ae8a,NA
4000,-0.38942347960919077,#4C4570,#2D5F94
4000,0.01377155992198125,#F252A8,#2D5F94
4000,0.9819502690717499,#89ae8a,NA
4000,0.005503767584804609,#F252A8,#2D5F94
4000,-1.000765358858476,#2D5F94,#89ae8a
4000,0.3284871756382843,#2E73D5,#89ae8a
4000,-0.3830655578453934,#4C4570,#2D5F94
4000,0.2834665486794655,#2E73D5,#89ae8a
4000,0.9933667284336475,#89ae8a,NA
4000,-0.7499013178042346,#57109E,#2D5F94
4000,-0.7329777382878276,#57109E,#2D5F94
4000,0.14798653732418296,#6C1EF7,#89ae8a
4000,-0.8877799202063756,#2D5F94,#89ae8a
4000,0.9396889135744533,#89ae8a,NA
4000,-0.39077396166001904,#4C4570,#2D5F94
4000,-0.08731945458944677,#F252A8,#2D5F94
4000,0.47223334066175576,#487380,#89ae8a
4000,-0.19222546634701368,#94F352,#2D5F94
4000,0.9941713614767791,#89ae8a,NA
4000,0.33554406962664446,#2E73D5,#89ae8a
4000,0.1769706898002058,#6C1EF7,#89ae8a
4000,-0.5954249479627776,#2092F8,#2D5F94
4000,0.34361564517972143,#2E73D5,#89ae8a
4000,-0.3847629860128376,#4C4570,#2D5F94
4000,-0.08710038251768099,#F252A8,#2D5F94
4000,0.12076247514149266,#6C1EF7,#89ae8a
4000,0.7624260230624592,#8A77D4,#89ae8a
4000,-0.7452404116421809,#57109E,#2D5F94
